Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longitude
Reservoir,28 Eisenhower St,3,h,,SN,Love,15/10/2016,11.2,3073,3,1,1,627,113,1950,Darebin,-37.7297,145.0274
Reservoir,24 Epstein St,2,h,650000,PI,Barry,15/10/2016,11.2,3073,2,1,1,750,,,Darebin,-37.7092,144.9933
Reservoir,42 Gellibrand Cr,3,h,634000,S,Peter,15/10/2016,11.2,3073,,,,,,,,,
Reservoir,2/124 Hickford St,2,u,,PI,Harcourts,15/10/2016,11.2,3073,2,1,1,270,77,1970,Darebin,-37.703,145.0152
Reservoir,74 Lloyd Av,2,h,700000,S,Ray,15/10/2016,11.2,3073,,,,,,,,,
Reservoir,147 Mahoneys Rd,4,h,,PI,Love,15/10/2016,11.2,3073,4,2,4,892,,,Darebin,-37.693,144.9899
Reservoir,16 North Rd,3,h,765000,S,Nelson,15/10/2016,11.2,3073,3,1,2,551,,,Darebin,-37.7214,145.0241
Reservoir,2/102 Rathcown Rd,2,u,440000,SP,Ray,15/10/2016,11.2,3073,2,1,2,132,83,1980,Darebin,-37.709,145.0219
Reservoir,8 Rosenthal Cr,3,h,710000,S,hockingstuart,15/10/2016,11.2,3073,,,,,,,,,
Reservoir,2/37 Shand Rd,3,u,620000,S,Nelson,15/10/2016,11.2,3073,,,,,,,,,
Reservoir,61 Southernhay St,3,h,715000,SP,hockingstuart,15/10/2016,11.2,3073,3,2,2,251,,,Darebin,-37.7255,145.0088
Reservoir,22 Winter Cr,3,h,795000,S,Ray,15/10/2016,11.2,3073,,,,,,,,,
Reservoir,9 Ayr St,4,h,670000,SP,Ray,16/04/2016,11.2,3073,4,2,2,578,,,Darebin,-37.7064,145.0321
Reservoir,3/32 Banff St,2,u,,SN,Ray,16/04/2016,11.2,3073,2,1,1,111,79,1970,Darebin,-37.7043,145.0259
Reservoir,1/18 Duffy St,2,u,376000,S,Ray,16/04/2016,11.2,3073,2,1,1,104,77,1970,Darebin,-37.7104,145.0076
Reservoir,2/963 High St,2,u,323000,S,Nelson,16/04/2016,11.2,3073,2,1,1,0,65,1960,Darebin,-37.7093,145.0084
Reservoir,119 Hughes Pde,3,h,680000,S,Ray,16/04/2016,11.2,3073,3,1,4,527,146,1965,Darebin,-37.6983,144.9941
Reservoir,2/27 Kenilworth St,2,t,530000,S,Nelson,16/04/2016,11.2,3073,2,1,1,0,106,2007,Darebin,-37.7141,145.0047
Reservoir,14 Leichardt Cr,3,h,567000,SP,hockingstuart,16/04/2016,11.2,3073,,,,,,,,,
Reservoir,2/6 Lucille Av,3,t,480000,PI,Ray,16/04/2016,11.2,3073,,,,,,,,,
Reservoir,39 Mason St,4,h,786000,S,Nelson,16/04/2016,11.2,3073,4,3,1,595,174,2013,Darebin,-37.7283,145.0072
Reservoir,1 Moira Av,4,h,,SN,Love,16/04/2016,11.2,3073,,,,,,,,,
Reservoir,4/7 Pershing St,2,u,390000,VB,Nelson,16/04/2016,11.2,3073,2,1,1,122,74,1980,Darebin,-37.7261,144.9961
Reservoir,14 Wilkinson St,3,h,,SN,Barry,16/04/2016,11.2,3073,3,1,1,651,165,1950,Darebin,-37.7264,145.0184
Reservoir,8 Willoughby St,3,h,650000,S,hockingstuart,16/04/2016,11.2,3073,3,1,2,468,92,1960,Darebin,-37.7184,144.9962
Reservoir,5 Zinnia St,3,h,540000,S,Nelson,16/04/2016,11.2,3073,3,1,2,496,,,Darebin,-37.7156,144.9825
Reservoir,43 Allenby Av,3,h,820000,S,Ray,16/07/2016,11.2,3073,,,,,,,,,
Reservoir,43 Barry St,3,h,685000,S,Love,16/07/2016,11.2,3073,3,1,1,497,,,Darebin,-37.7096,145.0036
Reservoir,2 Carrington Rd,3,h,800000,SP,Fletchers,16/07/2016,11.2,3073,3,2,3,574,159,1955,Darebin,-37.722,144.9922
Reservoir,1/24 Charlton Cr,2,t,503000,SP,Ray,16/07/2016,11.2,3073,,,,,,,,,
Reservoir,4 Dennis St,3,h,830000,S,Stockdale,16/07/2016,11.2,3073,3,1,2,671,,,Darebin,-37.7187,145.0127
Reservoir,2/14 Drysdale St,2,u,330000,PI,Ray,16/07/2016,11.2,3073,2,1,1,90,64,1970,Darebin,-37.7295,145.0243
Reservoir,3/30 George St,2,u,420000,S,hockingstuart,16/07/2016,11.2,3073,,,,,,,,,
Reservoir,12 Ida Ct,3,h,539000,S,Nelson,16/07/2016,11.2,3073,3,1,1,474,114,1960,Darebin,-37.7086,144.9919
Reservoir,2/57 Keon Pde,2,t,,SP,Ray,16/07/2016,11.2,3073,,,,,,,,,
Reservoir,90 Lawley St,4,h,,S,Ray,16/07/2016,11.2,3073,,,,,,,,,
Reservoir,1/70 Orrong Av,3,h,437000,S,hockingstuart,16/07/2016,11.2,3073,,,,,,,,,
Reservoir,2/70 Orrong Av,3,h,480000,S,hockingstuart,16/07/2016,11.2,3073,,,,,,,,,
Reservoir,9/91 Pine St,2,u,,PI,Barry,16/07/2016,11.2,3073,2,1,2,153,79,1970,Darebin,-37.7164,144.9975
Reservoir,1/42 Tambo Av,4,t,681500,S,Nelson,16/07/2016,11.2,3073,,,,,,,,,
Reservoir,51 Allenby Av,4,h,870000,S,Ray,17/09/2016,11.2,3073,,,,,,,,,
Reservoir,34 Churchill Av,5,h,620000,SP,RW,17/09/2016,11.2,3073,,,,,,,,,
Reservoir,44 Crevelli St,4,h,,SN,Barry,17/09/2016,11.2,3073,2,1,1,674,,,Darebin,-37.729,145.0302
Reservoir,79 Darebin Bvd,3,h,622500,S,Ray,17/09/2016,11.2,3073,3,1,1,456,94,1960,Darebin,-37.7038,145.0281
Reservoir,89 Darebin Bvd,4,h,767500,S,Barry,17/09/2016,11.2,3073,3,2,2,834,129,2017,Darebin,-37.704,145.0299
Reservoir,15 Down St,3,h,780000,PI,hockingstuart,17/09/2016,11.2,3073,3,1,2,464,125,1920,Darebin,-37.7245,145.004
Reservoir,18 Elizabeth Ct,3,h,668000,S,Barry,17/09/2016,11.2,3073,3,2,1,618,149,1965,Darebin,-37.6989,145.0212
Reservoir,3/993 High St,2,u,,SP,Love,17/09/2016,11.2,3073,2,1,1,143,,,Darebin,-37.7053,145.0091
Reservoir,29 Lane Cr,3,h,705000,S,Love,17/09/2016,11.2,3073,,,,,,,,,
Reservoir,129 McFadzean Av,3,h,730000,S,Ray,17/09/2016,11.2,3073,,,,,,,,,
Reservoir,53 Northernhay St,4,h,1215000,S,Nelson,17/09/2016,11.2,3073,4,2,4,748,,,Darebin,-37.7247,145.0096
Reservoir,1/60 Orrong Av,3,h,680000,PI,RW,17/09/2016,11.2,3073,,,,,,,,,
Reservoir,4/23 Allenby Av,2,u,445000,S,Love,18/03/2017,11.2,3073,,,,,,,,,
Reservoir,5 Birdwood St,3,h,1120000,S,Nelson,18/03/2017,11.2,3073,3,1,2,744,,,Darebin,-37.7285,144.9961
Reservoir,39 Botha Av,3,h,,SP,Peter,18/03/2017,11.2,3073,,,,,,,,,
Reservoir,1/26 Chaleyer St,3,u,470000,S,Ray,18/03/2017,11.2,3073,3,1,2,159,97,1970,Darebin,-37.7277,145.0248
Reservoir,75 Cheddar Rd,3,h,800000,PI,Stockdale,18/03/2017,11.2,3073,3,1,1,858,,,Darebin,-37.7075,145.0136
Reservoir,2 Churchill Av,3,h,641000,S,Jason,18/03/2017,11.2,3073,,,,,,,,,
Reservoir,192 Edwardes St,2,h,1700000,PI,Barry,18/03/2017,11.2,3073,2,1,6,1041,,,Darebin,-37.7152,144.997
Reservoir,4 Hickford St,3,h,655000,S,Love,18/03/2017,11.2,3073,3,2,2,456,137,1970,Darebin,-37.7061,145.0308
Reservoir,57 Hobbs Cr,3,h,888000,S,Barry,18/03/2017,11.2,3073,,,,,,,,,
Reservoir,12 Kinkora Rd,3,h,885000,S,hockingstuart,18/03/2017,11.2,3073,3,1,2,518,,,Darebin,-37.7303,145.0171
Reservoir,28A McMahon Rd,2,h,510000,S,Barry,18/03/2017,11.2,3073,2,1,2,268,,,Darebin,-37.7113,145.0224
Reservoir,1/12 Merino St,2,u,440000,SP,Love,18/03/2017,11.2,3073,2,1,1,183,93,1980,Darebin,-37.7078,145.033
Reservoir,3/13 Nisbett St,2,u,481000,S,Barry,18/03/2017,11.2,3073,,,,,,,,,
Reservoir,41 Acheron Av,2,h,686000,S,Barry,18/06/2016,11.2,3073,,,,,,,,,
Reservoir,12 Borrie St,3,h,703000,S,Nelson,18/06/2016,11.2,3073,3,2,1,597,120,1960,Darebin,-37.7066,145.0203
Reservoir,3/28 Compton St,2,t,365000,PI,Nelson,18/06/2016,11.2,3073,,,,,,,,,
Reservoir,1/5 Daventry St,2,u,424000,S,Barry,18/06/2016,11.2,3073,2,1,1,141,81,1980,Darebin,-37.7149,145.0009
Reservoir,11 Elsey Rd,4,h,750000,S,Love,18/06/2016,11.2,3073,4,1,2,747,,,Darebin,-37.7054,145.0137
Reservoir,2/27 Erskine Av,2,u,363000,SP,Barry,18/06/2016,11.2,3073,,,,,,,,,
Reservoir,3/3 Erskine Av,1,u,310000,S,Barry,18/06/2016,11.2,3073,,,,,,,,,
Reservoir,25 Florence Cl,3,h,613000,S,Nelson,18/06/2016,11.2,3073,3,1,2,745,149,1985,Darebin,-37.7007,144.9815
Reservoir,2/11 Johnson St,2,u,,PI,Stockdale,18/06/2016,11.2,3073,2,1,1,0,,,Darebin,-37.7017,145.0111
Reservoir,6 McShane St,3,h,779000,S,Barry,18/06/2016,11.2,3073,3,1,2,945,,,Darebin,-37.7027,145.0001
Reservoir,1 Nisbett St,2,t,425000,S,Stockdale,18/06/2016,11.2,3073,2,1,1,145,100,,Darebin,-37.7284,145.0361
Reservoir,1/2 Pershing St,3,t,585000,PI,Brace,18/06/2016,11.2,3073,,,,,,,,,
Reservoir,85 Radford Rd,5,h,791000,S,Ray,18/06/2016,11.2,3073,4,3,1,961,,,Darebin,-37.7024,144.984
Reservoir,3 Sheargold Ct,3,h,475000,S,Nelson,18/06/2016,11.2,3073,3,1,1,535,133,1970,Darebin,-37.692,144.9781
Reservoir,3 Allenby Av,2,t,420000,PI,Barry,19/11/2016,11.2,3073,,,,,,,,,
Reservoir,8/679 Gilbert Rd,3,u,500000,PI,Love,19/11/2016,11.2,3073,,,,,,,,,
Reservoir,50 Gloucester St,3,h,950000,S,RW,19/11/2016,11.2,3073,3,2,2,565,120,1920,Darebin,-37.7196,144.997
Reservoir,3/141 Hickford St,2,u,352000,S,Stockdale,19/11/2016,11.2,3073,2,1,1,0,,1970,Darebin,-37.703,145.014
Reservoir,2 Kennedy St,3,h,650000,VB,Nelson,19/11/2016,11.2,3073,,,,,,,,-37.7223,144.988
Reservoir,2/3 Kennedy St,3,u,677500,PI,Nelson,19/11/2016,11.2,3073,,,,,,,,,
Reservoir,1/118 Leamington St,2,h,,SN,Barry,19/11/2016,11.2,3073,,,,,,,,,
Reservoir,24 Ludeman Ct,4,h,730000,PI,Barry,19/11/2016,11.2,3073,4,1,2,770,152,1970,Darebin,-37.6981,144.9989
Reservoir,140 Purinuan Rd,2,h,791000,S,Barry,19/11/2016,11.2,3073,2,1,3,720,,,Darebin,-37.7076,145.017
Reservoir,6 Rodman St,3,h,905000,S,Barry,19/11/2016,11.2,3073,3,1,2,950,121,1960,Darebin,-37.7022,145.0078
Reservoir,2/152 St Vigeons Rd,2,u,480000,S,Ray,19/11/2016,11.2,3073,2,2,1,145,145,2010,Darebin,-37.7053,145.0173
Reservoir,13 Whitby St,3,h,767000,S,hockingstuart,19/11/2016,11.2,3073,3,1,2,561,96,1950,Darebin,-37.7098,145.0031
Reservoir,49 Yarra Av,3,h,810000,PI,hockingstuart,19/11/2016,11.2,3073,,,,,,,,,
Reservoir,26 York St,3,h,871000,S,Nelson,19/11/2016,11.2,3073,3,1,3,614,,,Darebin,-37.7276,144.989
Reservoir,1/15 Chenies St,3,u,450000,VB,hockingstuart,22/05/2016,11.2,3073,3,1,2,179,108,2002,Darebin,-37.7108,145.0289
Reservoir,3/11 Erskine Av,2,t,400000,VB,hockingstuart,22/05/2016,11.2,3073,,,,,,,,,
Reservoir,10 Gilbank St,3,h,921500,S,Nelson,22/05/2016,11.2,3073,3,2,1,527,177,1950,Darebin,-37.7238,144.9964
Reservoir,20a Glasgow Av,3,t,760000,S,Nelson,22/05/2016,11.2,3073,,,,,,,,,
Reservoir,28 Lane Cr,2,h,596000,PI,Barry,22/05/2016,11.2,3073,,,,,,,,,
Reservoir,20 Liston Av,3,h,,PI,Ray,22/05/2016,11.2,3073,,,,,,,,,
Reservoir,2/10 Odowd St,2,t,490000,S,hockingstuart,22/05/2016,11.2,3073,3,1,1,126,91,2013,Darebin,-37.7186,145.0166
Reservoir,13 Southernhay St,3,h,787000,S,Stockdale,22/05/2016,11.2,3073,3,1,1,563,118,1940,Darebin,-37.7258,145.0129
Reservoir,1/126 St Vigeons Rd,2,u,350000,PI,Ray,22/05/2016,11.2,3073,,,,,,,,,
Reservoir,8/99 Barton St,2,u,300000,VB,Love,22/08/2016,11.2,3073,2,1,1,0,55,2014,Darebin,-37.7112,144.9989
Reservoir,9/99 Barton St,2,u,335000,S,Love,22/08/2016,11.2,3073,2,1,1,0,54,2012,Darebin,-37.7112,144.9989
Reservoir,30 Boldrewood Pde,3,h,670500,S,Nelson,22/08/2016,11.2,3073,3,1,2,654,,,Darebin,-37.7229,145.0225
Reservoir,89 Cheddar Rd,5,h,1050000,S,Ray,22/08/2016,11.2,3073,5,2,1,578,,,Darebin,-37.7061,145.0147
Reservoir,2/7 Colthur St,3,u,475000,SP,Barry,22/08/2016,11.2,3073,3,1,2,521,100,2010,Darebin,-37.7097,144.9912
Reservoir,4/32 Crookston Rd,2,u,440000,SP,Barry,22/08/2016,11.2,3073,2,1,1,153,87,2007,Darebin,-37.7098,145.0211
Reservoir,3/47 Crookston Rd,3,t,620000,SP,Nelson,22/08/2016,11.2,3073,,,,,,,,,
Reservoir,1/30 Goulburn Av,2,h,590000,S,Ray,22/08/2016,11.2,3073,,,,,,,,,
Reservoir,30 Kinsale St,3,h,851500,S,Nelson,22/08/2016,11.2,3073,3,1,1,0,,1930,Darebin,-37.7217,144.9954
Reservoir,129 Spring St,2,h,623500,S,Nelson,22/08/2016,11.2,3073,2,1,0,452,,,Darebin,-37.7271,145.0009
Reservoir,4/23 Storey Rd,2,u,,VB,Barry,22/08/2016,11.2,3073,2,1,1,138,78,1975,Darebin,-37.7242,145.0135
Reservoir,52 Wilson Bvd,4,h,830000,PI,Ray,22/08/2016,11.2,3073,4,1,4,791,,,Darebin,-37.7001,144.9936
Reservoir,14 Beenak St,3,h,572000,S,Ray,23/04/2016,11.2,3073,3,1,2,41400,,,Darebin,-37.7104,145.0257
Reservoir,173 Broadhurst Av,3,h,581000,S,Ray,23/04/2016,11.2,3073,,,,,,,,,
Reservoir,1/15 Delaware St,3,h,600000,S,Ray,23/04/2016,11.2,3073,3,2,2,0,,,Darebin,-37.7208,145.0148
Reservoir,2/15 Delaware St,3,h,450000,VB,Ray,23/04/2016,11.2,3073,2,2,2,185,,,Darebin,-37.7211,145.0147
Reservoir,2/6 Eisenhower St,2,t,360000,VB,Nelson,23/04/2016,11.2,3073,,,,,,,,,
Reservoir,2/2 Elsey Rd,2,u,525000,S,Harcourts,23/04/2016,11.2,3073,3,1,2,284,,2014,Darebin,-37.705,145.0152
Reservoir,22b Glasgow Av,3,t,585000,S,Nelson,23/04/2016,11.2,3073,,,,,,,,,
Reservoir,46 Oakhill Av,3,h,1115000,S,Barry,23/04/2016,11.2,3073,,,,,,,,,
Reservoir,17 Ramleh Rd,3,h,692500,S,Love,23/04/2016,11.2,3073,3,2,2,803,,,Darebin,-37.7086,145.0313
Reservoir,163 Spring St,4,h,790000,S,Ray,23/04/2016,11.2,3073,4,2,2,1090,,,Darebin,-37.7243,145.0014
Reservoir,4/27 Allenby Av,2,u,,PI,Harcourts,24/09/2016,11.2,3073,,,,,,,,,
Reservoir,70 Barry St,3,h,785000,S,Love,24/09/2016,11.2,3073,3,1,1,719,,,Darebin,-37.709,145.0015
Reservoir,11 Burnett Cr,3,h,625000,SP,Nelson,24/09/2016,11.2,3073,,,,,,,,,
Reservoir,16 Cool St,2,h,840000,SP,Nelson,24/09/2016,11.2,3073,2,1,1,714,,,Darebin,-37.726,144.9858
Reservoir,30 Davidson St,5,h,925000,S,Nelson,24/09/2016,11.2,3073,5,3,4,922,,,Darebin,-37.6961,144.9865
Reservoir,25 Evans Cr,4,h,750500,S,Barry,24/09/2016,11.2,3073,,,,,,,,,
Reservoir,107 Hickford St,3,h,,SP,hockingstuart,24/09/2016,11.2,3073,3,1,4,869,,,Darebin,-37.7049,145.0185
Reservoir,1/36 Hickford St,3,t,680000,S,Nelson,24/09/2016,11.2,3073,,,,,,,,,
Reservoir,906 High St,3,h,700000,S,Nelson,24/09/2016,11.2,3073,3,1,1,621,,1950,Darebin,-37.7195,145.0074
Reservoir,5 Jess St,4,h,801000,S,Ray,24/09/2016,11.2,3073,3,1,2,771,,1965,Darebin,-37.705,145.0035
Reservoir,1/164 Leamington St,1,u,216000,S,Brad,24/09/2016,11.2,3073,2,1,1,0,45,1970,Darebin,-37.7111,144.9919
Reservoir,2/164 Leamington St,1,u,220000,S,Brad,24/09/2016,11.2,3073,1,1,1,0,45,1970,Darebin,-37.7111,144.9919
Reservoir,19 Liston Av,3,h,600000,PI,Barry,24/09/2016,11.2,3073,,,,,,,,,
Reservoir,57 Newton St,3,h,866000,S,Nelson,24/09/2016,11.2,3073,3,1,2,569,,,Darebin,-37.7313,145.0224
Reservoir,1/2 Pershing St,3,t,,SN,Brace,24/09/2016,11.2,3073,,,,,,,,,
Reservoir,6/5 Seaver Gr,2,u,340000,VB,Love,24/09/2016,11.2,3073,2,1,1,151,80,1975,Darebin,-37.7126,144.99
Reservoir,41 Winter Cr,2,h,401000,S,Nelson,24/09/2016,11.2,3073,,,,,,,,,
Reservoir,27 Banff St,2,h,500250,S,Harcourts,25/02/2017,11.2,3073,2,1,1,425,,1960,Darebin,-37.7047,145.0252
Reservoir,2/1 Clark St,1,h,395000,SP,Purplebricks,25/02/2017,11.2,3073,1,1,1,94,50,2014,Darebin,-37.7186,145.011
Reservoir,33 Edwardes St,3,h,810000,S,Barry,25/02/2017,11.2,3073,3,2,3,486,,,Darebin,-37.7164,145.0048
Reservoir,35 Goulburn Av,3,h,880000,S,Ray,25/02/2017,11.2,3073,,,,,,,,,
Reservoir,89 Henty St,2,h,790000,S,Barry,25/02/2017,11.2,3073,2,1,1,585,97,1950,Darebin,-37.719,144.9972
Reservoir,3/25 Invermay St,2,t,,SP,Love,25/02/2017,11.2,3073,,,,,,,,,
Reservoir,11 Keilor Av,3,h,707500,S,Ray,25/02/2017,11.2,3073,,,,,,,,,
Reservoir,2A Kyneton Av,3,h,767000,S,Love,25/02/2017,11.2,3073,,,,,,,,,
Reservoir,2/2 Leamington St,2,u,465000,S,Love,25/02/2017,11.2,3073,2,1,1,111,,,Darebin,-37.7128,145.0075
Reservoir,273 Mahoneys Rd,3,h,601000,S,Love,25/02/2017,11.2,3073,3,1,2,460,102,1965,Darebin,-37.6917,144.9755
Reservoir,103 McMahon Rd,2,h,772000,S,Ray,25/02/2017,11.2,3073,2,1,1,0,,,Darebin,-37.7106,145.0138
Reservoir,87 Pallant Av,3,h,660000,PI,Jellis,25/02/2017,11.2,3073,,,,,,,,,
Reservoir,33 Shand Rd,2,h,968000,S,Love,25/02/2017,11.2,3073,2,1,2,631,,,Darebin,-37.7211,145.0195
Reservoir,47 Steane St,2,h,,W,Ray,25/02/2017,11.2,3073,2,1,1,151,67,2010,Darebin,-37.7301,145.0197
Reservoir,7 Thackeray Rd,3,h,928000,S,Barry,25/02/2017,11.2,3073,3,1,1,696,,,Darebin,-37.7218,145.015
Reservoir,5/25 Ashley St,2,u,300000,S,Love,26/07/2016,11.2,3073,2,1,1,87,62,1970,Darebin,-37.7174,145.0016
Reservoir,4/18 Gourock St,2,t,420000,VB,Love,26/07/2016,11.2,3073,2,1,2,153,107,2003,Darebin,-37.702,145.0324
Reservoir,1 Harmer St,4,h,885000,S,hockingstuart,26/07/2016,11.2,3073,4,2,3,936,262,1985,Darebin,-37.7021,145.0178
Reservoir,4/1067 High St,2,u,240000,PI,Stockdale,26/07/2016,11.2,3073,2,1,1,82,,1970,Darebin,-37.6983,145.0104
Reservoir,42 Kingsley Rd,3,h,815000,S,Nelson,26/07/2016,11.2,3073,3,1,2,550,557,1965,Darebin,-37.7208,144.9887
Reservoir,28 Mendip Rd,3,h,882500,S,Barry,26/07/2016,11.2,3073,3,2,2,681,135,1940,Darebin,-37.7217,145.0163
Reservoir,54 Pine St,3,h,793000,S,Barry,26/07/2016,11.2,3073,3,1,2,589,128,1950,Darebin,-37.7195,144.9982
Reservoir,2/170 Spring St,2,t,541000,SP,Ray,26/07/2016,11.2,3073,,,,,,,,,
Reservoir,135 Wilson Bvd,3,h,,PI,Harcourts,26/07/2016,11.2,3073,3,2,2,544,,,Darebin,-37.6976,144.9946
Reservoir,26 Churchill Av,3,h,450000,PI,Ray,27/06/2016,11.2,3073,,,,,,,,,
Reservoir,1 Coleman Cr,3,h,682400,S,Ray,27/06/2016,11.2,3073,,,,,,,,,
Reservoir,1/21 Crookston Rd,3,h,550000,PI,Barry,27/06/2016,11.2,3073,3,2,2,260,128,2006,Darebin,-37.7106,145.0225
Reservoir,24 Cuthbert Rd,3,h,,SN,Harcourts,27/06/2016,11.2,3073,2,1,1,585,,,Darebin,-37.7164,145.014
Reservoir,1/173 Edwardes St,2,u,477000,S,Nelson,27/06/2016,11.2,3073,2,1,2,115,,,Darebin,-37.7156,144.9977
Reservoir,74a Gertz Av,3,h,500000,PI,hockingstuart,27/06/2016,11.2,3073,,,,,,,,,
Reservoir,61 Liston Av,4,h,,S,Nelson,27/06/2016,11.2,3073,,,,,,,,,
Reservoir,1/14 Ludeman Ct,2,u,433000,S,Ray,27/06/2016,11.2,3073,2,1,1,236,72,2012,Darebin,-37.6984,144.9997
Reservoir,6 Mattea Ct,3,u,672000,S,Harcourts,27/06/2016,11.2,3073,3,1,2,855,,,Darebin,-37.7328,145.0348
Reservoir,124 Rathcown Rd,2,h,680000,S,hockingstuart,27/06/2016,11.2,3073,2,1,1,750,92,1960,Darebin,-37.7089,145.0192
Reservoir,16 Wimmera Av,3,h,822000,SP,Woodards,27/06/2016,11.2,3073,,,,,,,,,
Reservoir,15 Berwick St,3,h,751000,S,Love,27/11/2016,11.2,3073,3,1,2,604,,1940,Darebin,-37.723,145.0024
Reservoir,7 Bogong Ct,3,h,,SP,Barry,27/11/2016,11.2,3073,3,2,2,531,,,Darebin,-37.7089,144.9911
Reservoir,3 Burnett Cr,5,h,820000,S,Ray,27/11/2016,11.2,3073,,,,,,,,,
Reservoir,53 Churchill Av,3,h,540000,S,Stockdale,27/11/2016,11.2,3073,,,,,,,,,
Reservoir,10 Dumbarton St,3,h,851000,S,Barry,27/11/2016,11.2,3073,3,1,1,826,101,1960,Darebin,-37.7013,145.0244
Reservoir,6 Frier Av,3,h,801000,S,Ray,27/11/2016,11.2,3073,,,,,,,,,
Reservoir,657 Gilbert Rd,3,h,777000,S,Nelson,27/11/2016,11.2,3073,3,1,2,480,,,Darebin,-37.7265,144.9918
Reservoir,27 Henty St,3,h,,S,Nelson,27/11/2016,11.2,3073,3,2,4,550,132,1960,Darebin,-37.7194,145.0007
Reservoir,24 Home St,4,h,1162000,S,Barry,27/11/2016,11.2,3073,4,3,4,695,,,Darebin,-37.7264,145.0198
Reservoir,89 McMahon Rd,3,h,620000,SP,McGrath,27/11/2016,11.2,3073,3,1,2,653,,,Darebin,-37.7108,145.0156
Reservoir,1 Mendip Rd,3,h,1025000,S,RW,27/11/2016,11.2,3073,3,1,4,670,134,1935,Darebin,-37.7242,145.0154
Reservoir,72 Oconnor St,3,h,762500,S,Nelson,27/11/2016,11.2,3073,3,1,2,677,,,Darebin,-37.7101,144.9999
Reservoir,40 Powell St,3,h,832000,S,Nelson,27/11/2016,11.2,3073,3,1,2,496,,,Darebin,-37.7263,145.0003
Reservoir,17 Steane St,5,h,820000,SP,hockingstuart,27/11/2016,11.2,3073,5,2,2,737,150,,Darebin,-37.7306,145.0242
Reservoir,5a Tambo Av,2,u,468000,S,Stockdale,27/11/2016,11.2,3073,,,,,,,,,
Reservoir,19 Winter Cr,3,h,756000,S,Nelson,27/11/2016,11.2,3073,,,,,,,,,
Reservoir,81 Barton St,3,h,784000,S,Nelson,28/05/2016,11.2,3073,3,1,2,602,162,1970,Darebin,-37.7115,145.0009
Reservoir,16 Birdwood St,4,h,1186000,SP,Nelson,28/05/2016,11.2,3073,4,1,2,895,188,1940,Darebin,-37.7285,144.9964
Reservoir,11 Carrington Rd,3,h,665000,S,Barry,28/05/2016,11.2,3073,3,1,1,467,,,Darebin,-37.7219,144.9892
Reservoir,1/9 Daventry St,2,u,405000,S,Barry,28/05/2016,11.2,3073,2,1,1,121,,1965,Darebin,-37.7146,145.001
Reservoir,1/20 Erskine Av,3,h,532000,SP,hockingstuart,28/05/2016,11.2,3073,,,,,,,,,
Reservoir,1/23 George St,2,u,431000,S,Barry,28/05/2016,11.2,3073,2,1,1,139,,1975,Darebin,-37.7175,145
Reservoir,2/9 Hughes Pde,3,t,580000,PI,Barry,28/05/2016,11.2,3073,,,,,,,,,
Reservoir,39 Leamington St,4,h,885000,S,Ray,28/05/2016,11.2,3073,4,2,2,508,141,1950,Darebin,-37.7129,145.0047
Reservoir,21b Locksley Av,3,u,550000,S,Barry,28/05/2016,11.2,3073,,,,,,,,,
Reservoir,6 MacKenzie St,3,h,718500,S,Nelson,28/05/2016,11.2,3073,3,1,6,807,133,1975,Darebin,-37.704,144.9864
Reservoir,12 Nutwood St,5,h,762500,S,Nelson,28/05/2016,11.2,3073,3,2,2,548,285,1990,Darebin,-37.7099,145.0333
Reservoir,1/56 Orrong Av,2,h,615000,S,Barry,28/05/2016,11.2,3073,,,,,,,,,
Reservoir,20 Rodman St,3,h,737000,S,Barry,28/05/2016,11.2,3073,2,3,6,957,,,Darebin,-37.7012,145.0069
Reservoir,39 Taylor Av,3,h,633000,SP,Ray,28/05/2016,11.2,3073,,,,,,,,,
Reservoir,3 Burnett Cr,5,h,,PI,McGrath,28/08/2016,11.2,3073,,,,,,,,,
Reservoir,4/50 Chaleyer St,2,t,,SN,Raine,28/08/2016,11.2,3073,2,1,1,119,82,2010,Darebin,-37.7272,145.0225
Reservoir,43 Cheddar Rd,3,h,,PN,Barry,28/08/2016,11.2,3073,2,2,1,370,371,1920,Darebin,-37.7103,145.0117
Reservoir,9 Elsey Rd,3,h,,VB,Ray,28/08/2016,11.2,3073,3,1,1,743,,,Darebin,-37.7054,145.0139
Reservoir,6 Frankston St,3,h,,S,hockingstuart,28/08/2016,11.2,3073,3,1,1,466,115,1920,Darebin,-37.7247,145.0006
Reservoir,3 Frier Av,3,h,,PI,Ray,28/08/2016,11.2,3073,,,,,,,,,
Reservoir,56 Gloucester St,3,h,810000,S,Nelson,28/08/2016,11.2,3073,3,2,2,279,,,Darebin,-37.7192,144.9971
Reservoir,45 Keon Pde,3,h,,PI,Harcourts,28/08/2016,11.2,3073,3,1,2,574,,,Darebin,-37.6958,145.0177
Reservoir,17 Nicholson Av,5,h,815000,PI,Nelson,28/08/2016,11.2,3073,,,,,,,,,
Reservoir,42 Oconnor St,2,h,610000,S,Nelson,28/08/2016,11.2,3073,3,1,2,383,103,1970,Darebin,-37.7103,145.0037
Reservoir,4/77 Pine St,2,u,430000,S,Barry,28/08/2016,11.2,3073,2,1,1,152,,,Darebin,-37.7173,144.9976
